default_probability,risk_band,credit_score,actual_default,gender
0.3686610697645933,Low,647,0,F
0.8271831387730496,High,395,1,M
0.2907563827545454,Low,690,0,F
0.6978535944924953,High,466,0,M
0.5737839630111189,Medium,534,0,F
0.3260865732469696,Low,670,0,M
0.4465127210343839,Medium,604,0,M
0.7170129062135705,High,455,0,M
0.3121057095046199,Low,678,0,F
0.416171422205951,Medium,621,0,F
0.669192084885845,High,481,0,M
0.4874172093021126,Medium,581,0,M
0.45316286478685,Medium,600,0,F
0.2832214903821434,Low,694,0,M
0.7770776353872568,High,422,0,F
0.5489423734190952,Medium,548,0,M
0.8896468061070202,High,360,0,M
0.5175371761268567,Medium,565,0,F
0.3483212790469177,Low,658,0,F
0.3100497801765041,Low,679,0,M
0.4646818249426495,Medium,594,0,M
0.3182429275170667,Low,674,0,F
0.1759062859916131,Low,753,0,F
0.7299056824758021,High,448,0,M
0.2747381133035593,Low,698,0,F
0.0951322361069971,Low,797,0,F
0.552281035106826,Medium,546,0,F
0.6952399287324945,High,467,0,F
0.1750971222959904,Low,753,0,M
0.6578479743580219,High,488,0,F
0.7536487765212646,High,435,1,M
0.7574135318596619,High,433,1,M
0.3498742988788152,Low,657,0,F
0.1611559333790752,Low,761,0,F
0.3863945026235928,Medium,637,0,M
0.5382021779900333,Medium,553,0,M
0.4099089708758619,Medium,624,0,F
0.3311631976479939,Low,667,0,F
0.1963377131930538,Low,742,0,F
0.3817980251275378,Low,640,0,F
0.3734091938418907,Low,644,0,M
0.8450593955381397,High,385,0,F
0.2725741431722914,Low,700,0,F
0.517207067405844,Medium,565,0,M
0.5329620526921234,Medium,556,0,F
0.6422900857939253,High,496,0,M
0.362769693799618,Low,650,0,F
0.2543115903736091,Low,710,0,M
0.3107106653306549,Low,679,0,F
0.5243404455518024,Medium,561,0,F
0.3313812710200849,Low,667,0,F
0.0943250325439147,Low,798,0,F
0.8114194177066271,High,403,0,M
0.1594403516850262,Low,762,0,M
0.4428131946835547,Medium,606,0,F
0.3671441478986992,Low,648,1,M
0.6051368393497111,Medium,517,0,F
0.1785925186602569,Low,751,0,M
0.526831378928903,Medium,560,0,F
0.3936007812928335,Medium,633,0,F
0.4921275922903703,Medium,579,0,F
0.6854886432556236,High,472,0,F
0.4474440113945662,Medium,603,0,F
0.2064600926030209,Low,736,0,F
0.1750624386036585,Low,753,0,F
0.7872201482354851,High,417,0,F
0.1761198668052422,Low,753,0,M
0.5261543025988242,Medium,560,0,F
0.2163239496646254,Low,731,0,F
0.3781814005474985,Low,642,1,F
0.2230356042585023,Low,727,0,F
0.2287726181512755,Low,724,0,F
0.4180694313735365,Medium,620,0,M
0.157047951503636,Low,763,0,M
0.2563624980553476,Low,709,0,F
0.3331036229557555,Low,666,0,F
0.2494387296874335,Low,712,0,M
0.2030218727865193,Low,738,0,F
0.2932139940892496,Low,688,0,M
0.5549697660240087,Medium,544,0,M
0.6621532878334253,High,485,1,F
0.5106318815159077,Medium,569,0,F
0.4967380033834218,Medium,576,0,F
0.7825186535599441,High,419,0,M
0.2982555528840805,Low,685,0,F
0.2735742643952882,Low,699,0,M
0.248978907850551,Low,713,0,F
0.2003638164099985,Low,739,0,M
0.5764786409806597,Medium,532,0,M
0.6161070889417644,Medium,511,0,M
0.2948683320635654,Low,687,0,F
0.5115028837110212,Medium,568,0,F
0.1837728447234271,Low,748,0,F
0.063929767421858,Low,814,0,F
0.6206528252203274,Medium,508,0,F
0.4922847534678977,Medium,579,0,F
0.1680990084082564,Low,757,0,F
0.293528493401922,Low,688,0,F
0.3940352315876614,Medium,633,0,F
0.207013788485832,Low,736,0,F
0.7094825593760764,High,459,0,M
0.6144347377941806,Medium,512,0,F
0.7013722439634738,High,464,0,M
0.3560124196727621,Low,654,0,M
0.4072432837210754,Medium,626,0,F
0.5782343216224006,Medium,531,0,M
0.2684020819859021,Low,702,0,F
0.4187765889091814,Medium,619,0,F
0.6648010810539885,High,484,0,M
0.1617245405888861,Low,761,0,M
0.3007007977284334,Low,684,0,F
0.2334108629305005,Low,721,0,F
0.5033870201231831,Medium,573,0,F
0.5264341573068355,Medium,560,0,F
0.3826763326600163,Medium,639,0,F
0.7466529793271773,High,439,0,F
0.2509873841683641,Low,711,0,M
0.1294103768794542,Low,778,1,F
0.6538468427994043,High,490,0,M
0.5600439843368289,Medium,541,0,F
0.6437776881609866,High,495,1,F
0.490776465311747,Medium,580,0,M
0.3752025036814502,Low,643,0,F
0.320766891211911,Low,673,0,F
0.3467601980380366,Low,659,0,M
0.4429236997556018,Medium,606,0,F
0.3623096908407403,Low,650,1,F
0.48516894939512,Medium,583,0,M
0.1943806564172126,Low,743,0,F
0.8107917320813435,High,404,0,M
0.4146392097998796,Medium,621,0,M
0.8976394941406312,High,356,1,M
0.2633270408654106,Low,705,0,M
0.6373248980673766,Medium,499,0,F
0.1408539207121308,Low,772,0,F
0.1926853765409042,Low,744,0,F
0.067789697908809,Low,812,0,F
0.7511260367059261,High,436,0,F
0.7165523757252066,High,455,0,F
0.4018569519759305,Medium,628,0,F
0.1782603881934645,Low,751,0,F
0.1652646955147489,Low,759,0,F
0.2110215059039806,Low,733,0,F
0.106658089303561,Low,791,0,M
0.2885460054508958,Low,691,0,M
0.1927107715867489,Low,744,0,M
0.3010668340853124,Low,684,0,F
0.4474960549428701,Medium,603,0,F
0.6637590777573636,High,484,0,F
0.1367412793986578,Low,774,0,M
0.3857885076229121,Medium,637,0,F
0.5180372339485608,Medium,565,0,F
0.4455608281176151,Medium,604,0,F
0.4572428211979481,Medium,598,0,F
0.1787462638386409,Low,751,0,F
0.2308547489570669,Low,723,0,F
0.4903203313741491,Medium,580,0,F
0.7433612974536009,High,441,0,F
0.3055021425657452,Low,681,0,M
0.6291336177403594,Medium,503,0,M
0.5564176156820592,Medium,543,0,F
0.2047850584824221,Low,737,0,M
0.1729457550185864,Low,754,0,F
0.1799801625717572,Low,751,0,M
0.4014533270478639,Medium,629,0,M
0.0860011105468524,Low,802,0,F
0.2133266623927352,Low,732,0,F
0.4081183277271365,Medium,625,0,M
0.6110788414295003,Medium,513,1,F
0.0582528766117569,Low,817,0,M
0.2166756683520338,Low,730,0,F
0.2413814475738999,Low,717,0,F
0.2148734855097393,Low,731,0,M
0.7927487141005801,High,413,1,F
0.5311258764828971,Medium,557,0,F
0.3034815190813104,Low,683,0,F
0.1484737396455717,Low,768,0,F
0.2073640271221367,Low,735,0,F
0.469876186418118,Medium,591,0,F
0.8036818193105925,High,407,1,F
0.6812423325525743,High,475,0,F
0.2735468401897987,Low,699,0,F
0.3640241200044945,Low,649,0,F
0.2642086967187523,Low,704,0,F
0.5670892275366098,Medium,538,0,F
0.6148418199652805,Medium,511,0,F
0.4377091574218527,Medium,609,0,F
0.4337242993793515,Medium,611,0,F
0.5405143744906067,Medium,552,0,F
0.55615961463074,Medium,544,0,F
0.8965846079978355,High,356,1,F
0.3078419816443822,Low,680,0,F
0.5760561761830649,Medium,533,0,F
0.39383464264191,Medium,633,0,F
0.5270131275872415,Medium,560,0,F
0.1647924267656793,Low,759,0,F
0.4146931627007109,Medium,621,1,M
0.1812393401374927,Low,750,0,F
0.1679967860357097,Low,757,0,M
0.1660940955249626,Low,758,0,M
0.4461775358752525,Medium,604,0,F
0.498365096501157,Medium,575,0,M
0.8014674034103053,High,409,0,M
0.3569579550184799,Low,653,0,M
0.5407801238606209,Medium,552,1,F
0.7920878305241079,High,414,0,F
0.2505224029573631,Low,712,0,F
0.6873538859251054,High,471,1,M
0.3929749531421107,Medium,633,0,F
0.4209065104912639,Medium,618,0,F
0.3169502675543608,Low,675,0,F
0.1539452701906016,Low,765,0,F
0.2195374742183156,Low,729,0,F
0.6569502799292489,High,488,0,M
0.3551542941062197,Low,654,0,F
0.2177616203363843,Low,730,0,F
0.5065096311379873,Medium,571,1,F
0.1352154175169893,Low,775,0,F
0.371796266327709,Low,645,0,F
0.5712819872301712,Medium,535,0,M
0.2702387501425126,Low,701,0,F
0.4561669723535111,Medium,599,0,M
0.3381613249651648,Low,664,0,F
0.7146418417645349,High,456,0,M
0.5391178008746299,Medium,553,0,F
0.1972229545205588,Low,741,0,F
0.4564139297616087,Medium,598,0,F
0.3866275010647153,Medium,637,0,F
0.1094119804936328,Low,789,0,F
0.2531376758898873,Low,710,0,F
0.6712565243182697,High,480,0,M
0.5738221541143966,Medium,534,0,M
0.5435600372097191,Medium,551,1,F
0.1636966319116647,Low,759,0,M
0.5335989083734618,Medium,556,0,M
0.3556276942447288,Low,654,0,M
0.3641847140746056,Low,649,0,M
0.1601174107351485,Low,761,0,F
0.6742490149277075,High,479,1,F
0.263595081092843,Low,705,0,F
0.4492220857553833,Medium,602,0,F
0.1337861146072466,Low,776,0,F
0.4997076031740747,Medium,575,0,F
0.3103208940305743,Low,679,0,F
0.1299127544778327,Low,778,0,F
0.243187498858925,Low,716,0,F
0.2572469947440038,Low,708,1,M
0.3696836902017719,Low,646,0,M
0.6754025137435903,High,478,0,M
0.5606231217227936,Medium,541,0,F
0.4197747056048868,Medium,619,0,F
0.74079731610919,High,442,0,F
0.5097251174701706,Medium,569,0,F
0.3045229191856436,Low,682,0,F
0.2600266120983699,Low,706,0,F
0.6075499474464756,Medium,515,0,F
0.2342368421063303,Low,721,0,M
0.6930032032440696,High,468,0,F
0.3341984163708406,Low,666,0,M
0.3384590338730469,Low,663,0,M
0.5187454310918426,Medium,564,0,M
0.2897380540616351,Low,690,0,F
0.6163322886804465,Medium,511,1,F
0.1809892977923622,Low,750,0,F
0.1156477901669436,Low,786,0,F
0.6266996595144431,Medium,505,0,M
0.462213480284838,Medium,595,1,F
0.3254846208678597,Low,670,0,F
0.3856733077476532,Medium,637,0,F
0.067418244997272,Low,812,0,F
0.3433710929499052,Low,661,0,M
0.3921120750499686,Medium,634,0,F
0.2784087866479159,Low,696,0,M
0.612200068645059,Medium,513,0,F
0.1805205313303278,Low,750,0,F
0.2294517830229946,Low,723,0,M
0.7094900248417256,High,459,0,F
0.5540230305887011,Medium,545,0,F
0.6482010872076236,High,493,1,F
0.3649898934052557,Low,649,0,F
0.2091534027790053,Low,734,0,F
0.2868140574176553,Low,692,0,F
0.4898671777952586,Medium,580,0,F
0.3954250553977279,Medium,632,0,M
0.6078029042955989,Medium,515,0,F
0.3040604743286597,Low,682,0,F
0.2978990658718718,Low,686,0,F
0.7624559373977357,High,430,0,M
0.2774531013098344,Low,697,0,F
0.4054386194379333,Medium,627,0,F
0.7738051787395326,High,424,1,F
0.777677160258132,High,422,0,M
0.3753692805325833,Low,643,0,F
0.3435600233087093,Low,661,0,F
0.1793715184841151,Low,751,0,F
0.461571437117172,Medium,596,0,F
0.8039100227974465,High,407,0,M
0.3907768472221485,Medium,635,0,F
0.5143554861329114,Medium,567,0,M
0.29488783796842,Low,687,0,M
0.1138809177889918,Low,787,0,F
0.3696290505883604,Low,646,0,F
0.3698271633533663,Low,646,0,M
0.1554899134529465,Low,764,0,F
0.1723344665656174,Low,755,0,F
0.2292731354825506,Low,723,0,F
0.4754561599884552,Medium,588,0,F
0.4718094789673838,Medium,590,0,M
0.6576680485703528,High,488,0,F
0.5912568949856895,Medium,524,0,F
0.2360721394326852,Low,720,0,F
0.5079524775638156,Medium,570,0,F
0.4834704063537605,Medium,584,0,M
0.8518725217579189,High,381,0,M
0.2249038114929974,Low,726,0,F
0.3693702197926689,Low,646,0,M
0.3828168647026411,Medium,639,0,M
0.4740610181809928,Medium,589,0,F
0.556942134726041,Medium,543,0,M
0.3163614357341406,Low,676,0,F
0.7371370892096383,High,444,0,M
0.3868537273522305,Medium,637,0,F
0.4473649159212393,Medium,603,0,F
0.2343068298948436,Low,721,0,F
0.2764665998070212,Low,697,0,F
0.219047442802569,Low,729,0,F
0.5873202372768084,Medium,526,0,M
0.2428005148256018,Low,716,0,M
0.6009131987737348,Medium,519,0,M
0.353345540948746,Low,655,0,M
0.41912337110802,Medium,619,0,M
0.6712852512237567,High,480,0,M
0.4916982807731491,Medium,579,0,F
0.2801974857597646,Low,695,1,F
0.2158075515812363,Low,731,0,F
0.1739100216404416,Low,754,0,F
0.6362696983075417,Medium,500,0,M
0.1235864540690481,Low,782,0,F
0.6726411177986515,High,480,0,F
0.2612383297076271,Low,706,1,M
0.2557265514630241,Low,709,0,F
0.4062579048833638,Medium,626,0,F
0.2072817984509382,Low,735,0,M
0.2300539190784224,Low,723,0,F
0.5715978317437598,Medium,535,0,F
0.5505217666170917,Medium,547,0,M
0.6728913917650469,High,479,0,F
0.1541612251215956,Low,765,0,F
0.626941764996541,Medium,505,0,M
0.441481213172471,Medium,607,0,F
0.3025498747607721,Low,683,0,M
0.2297611639488797,Low,723,0,F
0.329151495110181,Low,668,0,F
0.8058941491861831,High,406,0,F
0.5854498399970074,Medium,528,0,F
0.2654796491486957,Low,703,0,F
0.2772422118778058,Low,697,0,M
0.3873798382166882,Medium,636,0,F
0.7940733077003583,High,413,0,F
0.2539625838379585,Low,710,0,F
0.231150935806349,Low,722,0,F
0.4506525703878835,Medium,602,0,F
0.1752582307840316,Low,753,0,M
0.7806419844441298,High,420,1,F
0.3158717511848523,Low,676,0,F
0.0878343869021845,Low,801,0,F
0.4937662257625261,Medium,578,0,M
0.747282228605202,High,438,0,M
0.1836926807831899,Low,748,0,F
0.4435775262804386,Medium,606,0,M
0.6015039614363795,Medium,519,0,M
0.414523825057864,Medium,622,0,F
0.2611502412347348,Low,706,0,F
0.2997596588853642,Low,685,0,M
0.0840923799573537,Low,803,0,F
0.181915620070593,Low,749,0,F
0.6737780891611528,High,479,0,F
0.1868210719185366,Low,747,0,M
0.8417534973509588,High,387,0,F
0.7084761581355313,High,460,1,F
0.5079747853248422,Medium,570,0,M
0.1490703261429119,Low,768,0,M
0.5331052980482264,Medium,556,0,F
0.2968602726597938,Low,686,0,F
0.1775419871644752,Low,752,0,F
0.1431208316351669,Low,771,0,F
0.7454926828180042,High,439,0,F
0.3439790783113327,Low,660,0,M
0.3034057504484369,Low,683,0,F
0.5090749785033429,Medium,570,0,M
0.6001620312683512,Medium,519,0,M
0.4661640779855426,Medium,593,0,M
0.2806681671760213,Low,695,0,M
0.7732559678064191,High,424,1,M
0.1576538822622437,Low,763,0,F
0.3198442440363999,Low,674,0,M
0.4600820351228832,Medium,596,0,F
0.5887936780758949,Medium,526,0,F
0.0936013855645924,Low,798,0,F
0.5009019782916267,Medium,574,0,M
0.2063405065426686,Low,736,0,F
0.468920978396501,Medium,592,0,F
0.5635936221467083,Medium,540,1,F
0.504853160677267,Medium,572,0,F
0.4038499362604966,Medium,627,0,M
0.6228221199553812,Medium,507,0,M
0.722400728494684,High,452,0,F
0.6570387368963209,High,488,0,F
0.4061777625812506,Medium,626,0,F
0.2228316525460564,Low,727,0,M
0.7873754465936393,High,416,1,M
0.3888711785466811,Medium,636,0,F
0.3692635925698428,Low,646,0,F
0.1527867671870083,Low,765,0,M
0.1009270196866039,Low,794,0,F
0.3844975915029984,Medium,638,0,F
0.8275807596268009,High,394,0,M
0.5604591248365282,Medium,541,1,F
0.2639755406460435,Low,704,0,F
0.0911659249313989,Low,799,0,F
0.6885332157411632,High,471,1,F
0.3276221895221083,Low,669,0,F
0.6582076175995388,High,487,0,F
0.1881593122403738,Low,746,0,F
0.7706643931212452,High,426,0,F
0.3682366039886811,Low,647,0,F
0.197380435713007,Low,741,0,F
0.2996935098761215,Low,685,0,F
0.3409229565822093,Low,662,0,F
0.6682568416854241,High,482,0,F
0.2161535867642078,Low,731,0,F
0.247486483503124,Low,713,0,F
0.081987023745762,Low,804,0,F
0.2569436220997383,Low,708,0,F
0.7534714155003825,High,435,1,F
0.247803363265532,Low,713,1,F
0.693037605937612,High,468,0,M
0.1348105922091861,Low,775,0,F
0.5103652715117959,Medium,569,1,F
0.3719064264956743,Low,645,0,M
0.1277525548661414,Low,779,0,F
0.1863731967012455,Low,747,0,F
0.2610945701151985,Low,706,0,F
0.1851803601654412,Low,748,0,M
0.7108392368673134,High,459,0,F
0.5064712789322404,Medium,571,0,M
0.0903188986866681,Low,800,0,F
0.0852480516648453,Low,803,0,F
0.2897622234509621,Low,690,0,M
0.5394704184167799,Medium,553,0,M
0.5259546534834895,Medium,560,0,F
0.1561783417298235,Low,764,0,M
0.5087380717196027,Medium,570,0,F
0.210156977980167,Low,734,0,F
0.0634888751728273,Low,815,0,F
0.2095414424576688,Low,734,0,F
0.6161940115883875,Medium,511,0,M
0.0961637457482547,Low,797,0,M
0.7532623162185821,High,435,0,M
0.0868902743695899,Low,802,0,F
0.2150764176751009,Low,731,0,M
0.4270443878960111,Medium,615,0,F
0.2261015276376859,Low,725,0,F
0.4583951283196875,Medium,597,0,F
0.5088684311118457,Medium,570,0,F
0.669984578106253,High,481,0,F
0.2614430732031798,Low,706,0,M
0.5589750596979016,Medium,542,1,F
0.4491782930504686,Medium,602,0,M
0.4517245132464942,Medium,601,1,M
0.5516882720062993,Medium,546,0,M
0.3183380249883233,Low,674,0,F
0.5555021478145056,Medium,544,0,F
0.4128814463117184,Medium,622,0,F
0.1929373864116614,Low,743,0,F
0.198337194901643,Low,740,0,F
0.2658251948196104,Low,703,0,M
0.1705030350283127,Low,756,0,M
0.40196646984681,Medium,628,1,M
0.1079691482044197,Low,790,0,M
0.1961146731853525,Low,742,0,M
0.2471617735882003,Low,714,0,M
0.756640865256454,High,433,0,F
0.7077114875714481,High,460,0,F
0.2615467637026241,Low,706,0,M
0.6755487100210881,High,478,0,F
0.498426688339961,Medium,575,0,F
0.5767713027602202,Medium,532,0,F
0.7325629685363659,High,447,0,M
0.3958810248687436,Medium,632,0,F
0.4144258196235226,Medium,622,0,F
0.8511566312583333,High,381,0,F
0.7162052379012419,High,456,0,M
0.2771179623227313,Low,697,0,F
0.6142757040426163,Medium,512,0,M
0.3440087212454857,Low,660,0,F
0.4166272068254955,Medium,620,0,F
0.4165613845805958,Medium,620,0,F
0.3837115714810582,Medium,638,0,F
0.1884063465728341,Low,746,0,F
0.2951380396251578,Low,687,0,M
0.6765649338420859,High,477,0,M
0.5165800104323491,Medium,565,0,M
0.6409295125967613,High,497,0,M
0.3480844311419797,Low,658,0,F
0.1821415813094133,Low,749,0,M
0.6395349016168752,Medium,498,1,F
0.1131343345105374,Low,787,0,M
0.6289765954705236,Medium,504,0,M
0.2797809513852525,Low,696,0,F
0.2037164896864373,Low,737,0,F
0.3511319778317004,Low,656,0,F
0.2041657339559049,Low,737,0,F
0.4111344750472879,Medium,623,0,M
0.5632705778821743,Medium,540,0,M
0.4879224142570273,Medium,581,0,F
0.7648187494359299,High,429,1,M
0.2581590920560057,Low,708,0,F
0.5938888020860172,Medium,523,0,M
0.2048320289893875,Low,737,1,F
0.2061054355390297,Low,736,0,F
0.8079832766006276,High,405,1,F
0.3777030079800237,Low,642,0,F
0.0963756577140335,Low,796,0,F
0.2033340650044872,Low,738,0,F
0.7906644757047242,High,415,0,F
0.3059767618122871,Low,681,0,F
0.5182216673056844,Medium,564,0,M
0.4006084039573839,Medium,629,0,M
0.1511944639322341,Low,766,0,F
0.5421780494585179,Medium,551,0,M
0.3442018269054163,Low,660,0,F
0.3195247463881689,Low,674,0,M
0.1971248602649341,Low,741,0,F
0.6352189660330838,Medium,500,1,F
0.2594245928720179,Low,707,0,F
0.190467570332604,Low,745,0,F
0.6911070169213597,High,469,1,M
0.2711857705474212,Low,700,0,M
0.1993945854976166,Low,740,0,M
0.2928037433422437,Low,688,0,M
0.5389926548184614,Medium,553,0,F
0.2217588800160605,Low,728,0,F
0.318813514389163,Low,674,0,F
0.6253133576311171,Medium,506,0,F
0.7934291731626907,High,413,0,M
0.3314155909472474,Low,667,0,M
0.394044969283209,Medium,633,0,F
0.1903433348002414,Low,745,0,M
0.4717444285996241,Medium,590,0,F
0.1969344346285661,Low,741,0,M
0.2626458559815752,Low,705,0,M
0.0206339637085932,Low,838,0,F
0.4104016041668393,Medium,624,0,M
0.2459755244838428,Low,714,0,M
0.7510119587330256,High,436,0,F
0.3551627955976641,Low,654,0,M
0.6345527966570741,Medium,500,1,M
0.4163621901232625,Medium,621,0,F
0.2284739349455,Low,724,0,F
0.5822185007140046,Medium,529,0,M
0.3986924752547298,Medium,630,0,M
0.3430201827104104,Low,661,0,M
0.3454931280400249,Low,659,0,F
0.7281428058072715,High,449,1,F
0.4932228714109732,Medium,578,0,M
0.0749440467010556,Low,808,0,F
0.4336089363461776,Medium,611,0,F
0.814292966788251,High,402,1,M
0.1940357471678966,Low,743,0,M
0.2878066982521852,Low,691,0,F
0.1263776675535569,Low,780,0,M
0.3445627703935569,Low,660,1,M
0.1353334267835905,Low,775,0,M
0.3929186551586821,Medium,633,0,F
0.0583793836667197,Low,817,0,M
0.8746465108606294,High,368,0,M
0.1679817702093789,Low,757,0,F
0.2732729229881874,Low,699,0,M
0.4830806402680114,Medium,584,1,F
0.3557832419037653,Low,654,0,F
0.2891887581301596,Low,690,0,M
0.2889378653721889,Low,691,0,F
0.3119761709411159,Low,678,0,M
0.3102016098747197,Low,679,0,M
0.5876742713049488,Medium,526,0,M
0.5216499792584303,Medium,563,0,M
0.2058330961899142,Low,736,0,F
0.4550897104559171,Medium,599,0,M
0.4324578088446784,Medium,612,0,F
0.3824169089081282,Low,639,0,M
0.2025370320400452,Low,738,0,F
0.1702383838774267,Low,756,0,M
0.6993984948583938,High,465,1,F
0.6865471698338431,High,472,0,F
0.4711338834439521,Medium,590,0,M
0.4386955451340343,Medium,608,0,M
0.2164678528030581,Low,730,0,M
0.4265521348513817,Medium,615,0,F
0.1875335224274156,Low,746,0,F
0.839895814545971,High,388,0,M
0.4896560184126219,Medium,580,0,F
0.3849911271661874,Medium,638,0,M
0.4515419183104991,Medium,601,0,F
0.5064342173072984,Medium,571,0,F
0.2367590384296931,Low,719,0,M
0.1092074074560879,Low,789,0,M
0.4400985929614899,Medium,607,0,M
0.2745836409059592,Low,698,0,M
0.3541927106811178,Low,655,0,F
0.3322876356873663,Low,667,0,F
0.4222809637943615,Medium,617,0,F
0.3215262242933306,Low,673,0,F
0.449136977519912,Medium,602,0,M
0.3364667013370866,Low,664,0,F
0.5625421387383699,Medium,540,0,M
0.2326868897229147,Low,722,0,F
0.5213377830222818,Medium,563,0,F
0.5228501094828601,Medium,562,1,M
0.4964704711681301,Medium,576,0,F
0.5398034779377737,Medium,553,0,M
0.4965642563694756,Medium,576,0,F
0.5011742824143263,Medium,574,0,F
0.3091613117398082,Low,679,0,F
0.282955432302347,Low,694,0,M
0.5172248277666613,Medium,565,0,F
0.4566289268444216,Medium,598,0,F
0.2103075906709873,Low,734,0,F
0.4863038786696722,Medium,582,0,M
0.2340652759809793,Low,721,0,M
0.1455743561564354,Low,769,0,F
0.6327065141585055,Medium,502,0,F
0.3612230107680297,Low,651,0,M
0.4254977275881281,Medium,615,0,M
0.3326854097192498,Low,667,1,M
0.360459417339056,Low,651,0,M
0.275326375717557,Low,698,0,M
0.8727033525490187,High,370,1,M
0.6730240799745905,High,479,1,M
0.9254789580914632,High,340,1,M
0.5426051372387667,Medium,551,0,F
0.2905351567267479,Low,690,0,M
0.4215161606222415,Medium,618,0,F
0.1236711749608847,Low,781,0,F
0.4020319109884226,Medium,628,0,F
0.2956624652233492,Low,687,0,M
0.1396412027009337,Low,773,0,F
0.1888954810847113,Low,746,0,F
0.3469214990513431,Low,659,0,F
0.150896421272922,Low,767,0,F
0.561918112902079,Medium,540,0,F
0.7147958995913097,High,456,0,M
0.4109642429413271,Medium,623,0,F
0.217398418063385,Low,730,0,F
0.1610804905782606,Low,761,0,F
0.2308901302821248,Low,723,0,M
0.2533162937624978,Low,710,0,F
0.3580991548417759,Low,653,0,F
0.1426093826412185,Low,771,0,F
0.340264065566101,Low,662,0,M
0.4918109461958552,Medium,579,0,F
0.3381460122425481,Low,664,0,M
0.2125633867156936,Low,733,0,M
0.6091268563203455,Medium,514,0,F
0.6280254854680295,Medium,504,0,F
0.3754001060341577,Low,643,0,F
0.2340652152453101,Low,721,0,F
0.3183491651950911,Low,674,0,M
0.1575938535069826,Low,763,0,F
0.1347251465504002,Low,775,0,F
0.2375500459195743,Low,719,0,M
0.1446309700770752,Low,770,0,F
0.8227902797242448,High,397,0,F
0.1783960447166425,Low,751,0,F
0.2581626921608465,Low,708,0,M
0.5216348380223039,Medium,563,0,F
0.7891185659180909,High,415,1,F
0.2561978790258301,Low,709,0,M
0.3913815591831528,Medium,634,0,F
0.7192392095122906,High,454,1,F
0.49820241429913,Medium,575,0,M
0.5345429669275918,Medium,556,0,F
0.3563076114032748,Low,654,0,F
0.2959283688482975,Low,687,0,M
0.8700362130575883,High,371,1,F
0.2468813291719037,Low,714,0,F
0.3421659072683794,Low,661,0,F
0.1416093930687134,Low,772,0,F
0.5189800155926033,Medium,564,0,M
0.5905783069457972,Medium,525,0,M
0.3633702446238628,Low,650,0,F
0.3897739111875725,Medium,635,0,F
0.1960038164584296,Low,742,0,F
0.6654944689164474,High,483,0,F
0.387179056612664,Medium,637,0,F
0.7041850957616403,High,462,0,F
0.1723768319484638,Low,755,0,F
0.1522436214528555,Low,766,0,F
0.143113981826926,Low,771,0,F
0.2223348109382827,Low,727,0,F
0.6279653132785694,Medium,504,1,F
0.3407185300580532,Low,662,0,F
