default_probability,risk_band,credit_score,actual_default
0.3467601980380366,Low,659,0
0.44292369975560186,Medium,606,0
0.36230969084074033,Low,650,1
0.48516894939512,Medium,583,0
0.19438065641721264,Low,743,0
0.8107917320813435,High,404,0
0.41463920979987967,Medium,621,0
0.8976394941406312,High,356,1
0.2633270408654106,Low,705,0
0.6373248980673766,Medium,499,0
0.14085392071213085,Low,772,0
0.1926853765409042,Low,744,0
0.06778969790880904,Low,812,0
0.7511260367059261,High,436,0
0.7165523757252066,High,455,0
0.4018569519759305,Medium,628,0
0.1782603881934645,Low,751,0
0.16526469551474895,Low,759,0
0.2110215059039806,Low,733,0
0.10665808930356108,Low,791,0
0.2885460054508958,Low,691,0
0.19271077158674896,Low,744,0
0.30106683408531243,Low,684,0
0.44749605494287015,Medium,603,0
0.6637590777573636,High,484,0
0.1367412793986578,Low,774,0
0.38578850762291217,Medium,637,0
0.5180372339485608,Medium,565,0
0.44556082811761516,Medium,604,0
0.4572428211979481,Medium,598,0
0.17874626383864098,Low,751,0
0.23085474895706695,Low,723,0
0.49032033137414915,Medium,580,0
0.7433612974536009,High,441,0
0.30550214256574526,Low,681,0
0.6291336177403594,Medium,503,0
0.5564176156820592,Medium,543,0
0.20478505848242212,Low,737,0
0.17294575501858642,Low,754,0
0.17998016257175722,Low,751,0
0.40145332704786396,Medium,629,0
0.08600111054685244,Low,802,0
0.21332666239273526,Low,732,0
0.4081183277271365,Medium,625,0
0.6110788414295003,Medium,513,1
0.0582528766117569,Low,817,0
0.21667566835203383,Low,730,0
0.24138144757389998,Low,717,0
0.21487348550973934,Low,731,0
0.7927487141005801,High,413,1
0.5311258764828971,Medium,557,0
0.3034815190813104,Low,683,0
0.14847373964557178,Low,768,0
0.2073640271221367,Low,735,0
0.46987618641811807,Medium,591,0
0.8036818193105925,High,407,1
0.6812423325525743,High,475,0
0.2735468401897987,Low,699,0
0.3640241200044945,Low,649,0
0.26420869671875236,Low,704,0
0.5670892275366098,Medium,538,0
0.6148418199652805,Medium,511,0
0.43770915742185273,Medium,609,0
0.4337242993793515,Medium,611,0
0.5405143744906067,Medium,552,0
0.55615961463074,Medium,544,0
0.8965846079978355,High,356,1
0.3078419816443822,Low,680,0
0.5760561761830649,Medium,533,0
0.39383464264191,Medium,633,0
0.5270131275872415,Medium,560,0
0.16479242676567937,Low,759,0
0.4146931627007109,Medium,621,1
0.18123934013749274,Low,750,0
0.16799678603570972,Low,757,0
0.16609409552496265,Low,758,0
0.4461775358752525,Medium,604,0
0.498365096501157,Medium,575,0
0.8014674034103053,High,409,0
0.35695795501847993,Low,653,0
0.5407801238606209,Medium,552,1
0.7920878305241079,High,414,0
0.25052240295736317,Low,712,0
0.6873538859251054,High,471,1
0.3929749531421107,Medium,633,0
0.42090651049126393,Medium,618,0
0.3169502675543608,Low,675,0
0.15394527019060167,Low,765,0
0.21953747421831563,Low,729,0
0.6569502799292489,High,488,0
0.3551542941062197,Low,654,0
0.2177616203363843,Low,730,0
0.5065096311379873,Medium,571,1
0.1352154175169893,Low,775,0
0.371796266327709,Low,645,0
0.5712819872301712,Medium,535,0
0.2702387501425126,Low,701,0
0.4561669723535111,Medium,599,0
0.3381613249651648,Low,664,0
0.7146418417645349,High,456,0
0.5391178008746299,Medium,553,0
0.1972229545205588,Low,741,0
0.45641392976160877,Medium,598,0
0.38662750106471533,Medium,637,0
0.10941198049363289,Low,789,0
0.25313767588988734,Low,710,0
0.6712565243182697,High,480,0
0.5738221541143966,Medium,534,0
0.5435600372097191,Medium,551,1
0.16369663191166475,Low,759,0
0.5335989083734618,Medium,556,0
0.35562769424472884,Low,654,0
0.3641847140746056,Low,649,0
0.1601174107351485,Low,761,0
0.6742490149277075,High,479,1
0.263595081092843,Low,705,0
0.4492220857553833,Medium,602,0
0.13378611460724665,Low,776,0
0.49970760317407475,Medium,575,0
0.3103208940305743,Low,679,0
0.12991275447783276,Low,778,0
0.243187498858925,Low,716,0
0.2572469947440038,Low,708,1
0.36968369020177194,Low,646,0
0.6754025137435903,High,478,0
0.5606231217227936,Medium,541,0
0.4197747056048868,Medium,619,0
0.74079731610919,High,442,0
0.5097251174701706,Medium,569,0
0.30452291918564367,Low,682,0
0.2600266120983699,Low,706,0
0.6075499474464756,Medium,515,0
0.23423684210633033,Low,721,0
0.6930032032440696,High,468,0
0.3341984163708406,Low,666,0
0.33845903387304693,Low,663,0
0.5187454310918426,Medium,564,0
0.28973805406163516,Low,690,0
0.6163322886804465,Medium,511,1
0.1809892977923622,Low,750,0
0.11564779016694365,Low,786,0
0.6266996595144431,Medium,505,0
0.462213480284838,Medium,595,1
0.3254846208678597,Low,670,0
0.38567330774765324,Medium,637,0
0.067418244997272,Low,812,0
0.3433710929499052,Low,661,0
0.39211207504996864,Medium,634,0
0.27840878664791596,Low,696,0
0.612200068645059,Medium,513,0
0.1805205313303278,Low,750,0
0.2294517830229946,Low,723,0
0.7094900248417256,High,459,0
0.5540230305887011,Medium,545,0
0.6482010872076236,High,493,1
0.3649898934052557,Low,649,0
0.20915340277900538,Low,734,0
0.2868140574176553,Low,692,0
0.4898671777952586,Medium,580,0
0.39542505539772793,Medium,632,0
0.6078029042955989,Medium,515,0
0.3040604743286597,Low,682,0
0.29789906587187187,Low,686,0
0.7624559373977357,High,430,0
0.27745310130983447,Low,697,0
0.40543861943793336,Medium,627,0
0.7738051787395326,High,424,1
0.777677160258132,High,422,0
0.3753692805325833,Low,643,0
0.3435600233087093,Low,661,0
0.17937151848411514,Low,751,0
0.461571437117172,Medium,596,0
0.8039100227974465,High,407,0
0.39077684722214856,Medium,635,0
0.5143554861329114,Medium,567,0
0.29488783796842,Low,687,0
0.11388091778899184,Low,787,0
0.36962905058836043,Low,646,0
0.3698271633533663,Low,646,0
0.15548991345294652,Low,764,0
0.17233446656561743,Low,755,0
0.22927313548255066,Low,723,0
0.4754561599884552,Medium,588,0
0.4718094789673838,Medium,590,0
0.6576680485703528,High,488,0
0.5912568949856895,Medium,524,0
0.23607213943268524,Low,720,0
0.5079524775638156,Medium,570,0
0.4834704063537605,Medium,584,0
0.8518725217579189,High,381,0
0.22490381149299746,Low,726,0
0.36937021979266893,Low,646,0
0.38281686470264115,Medium,639,0
0.47406101818099283,Medium,589,0
0.556942134726041,Medium,543,0
0.3163614357341406,Low,676,0
0.7371370892096383,High,444,0
0.3868537273522305,Medium,637,0
0.4473649159212393,Medium,603,0
0.23430682989484364,Low,721,0
0.27646659980702126,Low,697,0
0.219047442802569,Low,729,0
0.5873202372768084,Medium,526,0
0.2428005148256018,Low,716,0
0.6009131987737348,Medium,519,0
0.353345540948746,Low,655,0
0.41912337110802006,Medium,619,0
0.6712852512237567,High,480,0
0.49169828077314914,Medium,579,0
0.2801974857597646,Low,695,1
0.21580755158123638,Low,731,0
0.17391002164044161,Low,754,0
0.6362696983075417,Medium,500,0
0.12358645406904818,Low,782,0
0.6726411177986515,High,480,0
0.2612383297076271,Low,706,1
0.2557265514630241,Low,709,0
0.4062579048833638,Medium,626,0
0.20728179845093825,Low,735,0
0.2300539190784224,Low,723,0
0.5715978317437598,Medium,535,0
0.5505217666170917,Medium,547,0
0.6728913917650469,High,479,0
0.1541612251215956,Low,765,0
0.626941764996541,Medium,505,0
0.441481213172471,Medium,607,0
0.3025498747607721,Low,683,0
0.22976116394887972,Low,723,0
0.32915149511018105,Low,668,0
0.8058941491861831,High,406,0
0.5854498399970074,Medium,528,0
0.26547964914869576,Low,703,0
0.2772422118778058,Low,697,0
0.38737983821668825,Medium,636,0
0.7940733077003583,High,413,0
0.25396258383795856,Low,710,0
0.23115093580634902,Low,722,0
0.4506525703878835,Medium,602,0
0.1752582307840316,Low,753,0
0.7806419844441298,High,420,1
0.31587175118485233,Low,676,0
0.08783438690218454,Low,801,0
0.49376622576252616,Medium,578,0
0.747282228605202,High,438,0
0.18369268078318998,Low,748,0
0.4435775262804386,Medium,606,0
0.6015039614363795,Medium,519,0
0.414523825057864,Medium,622,0
0.26115024123473485,Low,706,0
0.2997596588853642,Low,685,0
0.08409237995735377,Low,803,0
0.18191562007059306,Low,749,0
0.6737780891611528,High,479,0
0.18682107191853667,Low,747,0
0.8417534973509588,High,387,0
0.7084761581355313,High,460,1
0.5079747853248422,Medium,570,0
0.14907032614291194,Low,768,0
0.5331052980482264,Medium,556,0
0.29686027265979387,Low,686,0
0.17754198716447522,Low,752,0
0.1431208316351669,Low,771,0
0.7454926828180042,High,439,0
0.3439790783113327,Low,660,0
0.30340575044843693,Low,683,0
0.5090749785033429,Medium,570,0
0.6001620312683512,Medium,519,0
0.4661640779855426,Medium,593,0
0.28066816717602133,Low,695,0
0.7732559678064191,High,424,1
0.15765388226224372,Low,763,0
0.3198442440363999,Low,674,0
0.4600820351228832,Medium,596,0
0.5887936780758949,Medium,526,0
0.09360138556459249,Low,798,0
0.5009019782916267,Medium,574,0
0.20634050654266864,Low,736,0
0.468920978396501,Medium,592,0
0.5635936221467083,Medium,540,1
0.504853160677267,Medium,572,0
0.40384993626049664,Medium,627,0
0.6228221199553812,Medium,507,0
0.722400728494684,High,452,0
0.6570387368963209,High,488,0
0.4061777625812506,Medium,626,0
0.22283165254605644,Low,727,0
0.7873754465936393,High,416,1
0.38887117854668113,Medium,636,0
0.36926359256984287,Low,646,0
0.15278676718700834,Low,765,0
0.10092701968660396,Low,794,0
0.3844975915029984,Medium,638,0
0.8275807596268009,High,394,0
0.5604591248365282,Medium,541,1
0.2639755406460435,Low,704,0
0.09116592493139893,Low,799,0
0.6885332157411632,High,471,1
0.3276221895221083,Low,669,0
0.6582076175995388,High,487,0
0.18815931224037385,Low,746,0
0.7706643931212452,High,426,0
0.36823660398868113,Low,647,0
0.19738043571300706,Low,741,0
0.2996935098761215,Low,685,0
0.3409229565822093,Low,662,0
0.6682568416854241,High,482,0
0.21615358676420784,Low,731,0
0.247486483503124,Low,713,0
0.081987023745762,Low,804,0
0.2569436220997383,Low,708,0
0.7534714155003825,High,435,1
0.24780336326553204,Low,713,1
0.693037605937612,High,468,0
0.1348105922091861,Low,775,0
0.5103652715117959,Medium,569,1
0.37190642649567435,Low,645,0
0.12775255486614143,Low,779,0
0.18637319670124558,Low,747,0
0.2610945701151985,Low,706,0
0.18518036016544126,Low,748,0
0.7108392368673134,High,459,0
0.5064712789322404,Medium,571,0
0.09031889868666815,Low,800,0
0.08524805166484535,Low,803,0
0.2897622234509621,Low,690,0
0.5394704184167799,Medium,553,0
0.5259546534834895,Medium,560,0
0.15617834172982356,Low,764,0
0.5087380717196027,Medium,570,0
0.21015697798016705,Low,734,0
0.06348887517282739,Low,815,0
0.2095414424576688,Low,734,0
0.6161940115883875,Medium,511,0
0.09616374574825477,Low,797,0
0.7532623162185821,High,435,0
0.08689027436958997,Low,802,0
0.21507641767510094,Low,731,0
0.4270443878960111,Medium,615,0
0.22610152763768596,Low,725,0
0.45839512831968754,Medium,597,0
0.5088684311118457,Medium,570,0
0.669984578106253,High,481,0
0.2614430732031798,Low,706,0
0.5589750596979016,Medium,542,1
0.44917829305046864,Medium,602,0
0.45172451324649426,Medium,601,1
0.5516882720062993,Medium,546,0
0.3183380249883233,Low,674,0
0.5555021478145056,Medium,544,0
0.4128814463117184,Medium,622,0
0.1929373864116614,Low,743,0
0.19833719490164306,Low,740,0
0.2658251948196104,Low,703,0
0.1705030350283127,Low,756,0
0.40196646984681006,Medium,628,1
0.10796914820441975,Low,790,0
0.19611467318535258,Low,742,0
0.2471617735882003,Low,714,0
0.756640865256454,High,433,0
0.7077114875714481,High,460,0
0.26154676370262414,Low,706,0
0.6755487100210881,High,478,0
0.498426688339961,Medium,575,0
0.5767713027602202,Medium,532,0
0.7325629685363659,High,447,0
0.39588102486874366,Medium,632,0
0.41442581962352265,Medium,622,0
0.8511566312583333,High,381,0
0.7162052379012419,High,456,0
0.2771179623227313,Low,697,0
0.6142757040426163,Medium,512,0
0.3440087212454857,Low,660,0
0.4166272068254955,Medium,620,0
0.41656138458059583,Medium,620,0
0.3837115714810582,Medium,638,0
0.18840634657283412,Low,746,0
0.29513803962515783,Low,687,0
0.6765649338420859,High,477,0
0.5165800104323491,Medium,565,0
0.6409295125967613,High,497,0
0.3480844311419797,Low,658,0
0.18214158130941338,Low,749,0
0.6395349016168752,Medium,498,1
0.11313433451053743,Low,787,0
0.6289765954705236,Medium,504,0
0.2797809513852525,Low,696,0
0.2037164896864373,Low,737,0
0.35113197783170047,Low,656,0
0.2041657339559049,Low,737,0
0.4111344750472879,Medium,623,0
0.5632705778821743,Medium,540,0
0.48792241425702737,Medium,581,0
0.7648187494359299,High,429,1
0.25815909205600573,Low,708,0
0.5938888020860172,Medium,523,0
0.20483202898938757,Low,737,1
0.20610543553902974,Low,736,0
0.8079832766006276,High,405,1
0.3777030079800237,Low,642,0
0.09637565771403354,Low,796,0
0.20333406500448728,Low,738,0
0.7906644757047242,High,415,0
0.3059767618122871,Low,681,0
0.5182216673056844,Medium,564,0
0.40060840395738395,Medium,629,0
0.15119446393223412,Low,766,0
0.5421780494585179,Medium,551,0
0.3442018269054163,Low,660,0
0.3195247463881689,Low,674,0
0.19712486026493417,Low,741,0
0.6352189660330838,Medium,500,1
0.2594245928720179,Low,707,0
0.19046757033260403,Low,745,0
0.6911070169213597,High,469,1
0.27118577054742127,Low,700,0
0.19939458549761668,Low,740,0
0.29280374334224374,Low,688,0
0.5389926548184614,Medium,553,0
0.2217588800160605,Low,728,0
0.31881351438916306,Low,674,0
0.6253133576311171,Medium,506,0
0.7934291731626907,High,413,0
0.33141559094724743,Low,667,0
0.39404496928320903,Medium,633,0
0.19034333480024146,Low,745,0
0.4717444285996241,Medium,590,0
0.1969344346285661,Low,741,0
0.26264585598157525,Low,705,0
0.020633963708593214,Low,838,0
0.4104016041668393,Medium,624,0
0.24597552448384283,Low,714,0
0.7510119587330256,High,436,0
0.3551627955976641,Low,654,0
0.6345527966570741,Medium,500,1
0.41636219012326253,Medium,621,0
0.2284739349455,Low,724,0
0.5822185007140046,Medium,529,0
0.3986924752547298,Medium,630,0
0.3430201827104104,Low,661,0
0.34549312804002497,Low,659,0
0.7281428058072715,High,449,1
0.49322287141097326,Medium,578,0
0.07494404670105563,Low,808,0
0.4336089363461776,Medium,611,0
0.814292966788251,High,402,1
0.19403574716789668,Low,743,0
0.2878066982521852,Low,691,0
0.12637766755355692,Low,780,0
0.3445627703935569,Low,660,1
0.13533342678359056,Low,775,0
0.39291865515868213,Medium,633,0
0.05837938366671973,Low,817,0
0.8746465108606294,High,368,0
0.1679817702093789,Low,757,0
0.2732729229881874,Low,699,0
0.48308064026801145,Medium,584,1
0.35578324190376537,Low,654,0
0.28918875813015965,Low,690,0
0.28893786537218896,Low,691,0
0.3119761709411159,Low,678,0
0.3102016098747197,Low,679,0
0.5876742713049488,Medium,526,0
0.5216499792584303,Medium,563,0
0.20583309618991422,Low,736,0
0.4550897104559171,Medium,599,0
0.43245780884467844,Medium,612,0
0.38241690890812824,Low,639,0
0.20253703204004522,Low,738,0
0.17023838387742674,Low,756,0
0.6993984948583938,High,465,1
0.6865471698338431,High,472,0
0.4711338834439521,Medium,590,0
0.4386955451340343,Medium,608,0
0.2164678528030581,Low,730,0
0.4265521348513817,Medium,615,0
0.18753352242741567,Low,746,0
0.839895814545971,High,388,0
0.4896560184126219,Medium,580,0
0.38499112716618744,Medium,638,0
0.4515419183104991,Medium,601,0
0.5064342173072984,Medium,571,0
0.23675903842969312,Low,719,0
0.10920740745608792,Low,789,0
0.44009859296148995,Medium,607,0
0.2745836409059592,Low,698,0
0.35419271068111785,Low,655,0
0.3322876356873663,Low,667,0
0.4222809637943615,Medium,617,0
0.32152622429333066,Low,673,0
0.449136977519912,Medium,602,0
0.3364667013370866,Low,664,0
0.5625421387383699,Medium,540,0
0.23268688972291474,Low,722,0
0.5213377830222818,Medium,563,0
0.5228501094828601,Medium,562,1
0.49647047116813015,Medium,576,0
0.5398034779377737,Medium,553,0
0.49656425636947565,Medium,576,0
0.5011742824143263,Medium,574,0
0.30916131173980826,Low,679,0
0.28295543230234704,Low,694,0
0.5172248277666613,Medium,565,0
0.45662892684442163,Medium,598,0
0.2103075906709873,Low,734,0
0.48630387866967223,Medium,582,0
0.23406527598097937,Low,721,0
0.14557435615643546,Low,769,0
0.6327065141585055,Medium,502,0
0.3612230107680297,Low,651,0
0.42549772758812815,Medium,615,0
0.3326854097192498,Low,667,1
0.36045941733905607,Low,651,0
0.275326375717557,Low,698,0
0.8727033525490187,High,370,1
0.6730240799745905,High,479,1
0.9254789580914633,High,340,1
0.5426051372387667,Medium,551,0
0.2905351567267479,Low,690,0
0.4215161606222415,Medium,618,0
0.12367117496088471,Low,781,0
0.40203191098842267,Medium,628,0
0.29566246522334927,Low,687,0
0.13964120270093375,Low,773,0
0.18889548108471135,Low,746,0
0.3469214990513431,Low,659,0
0.15089642127292205,Low,767,0
0.561918112902079,Medium,540,0
0.7147958995913097,High,456,0
0.4109642429413271,Medium,623,0
0.217398418063385,Low,730,0
0.16108049057826065,Low,761,0
0.23089013028212482,Low,723,0
0.25331629376249787,Low,710,0
0.3580991548417759,Low,653,0
0.14260938264121853,Low,771,0
0.34026406556610106,Low,662,0
0.49181094619585525,Medium,579,0
0.3381460122425481,Low,664,0
0.21256338671569366,Low,733,0
0.6091268563203455,Medium,514,0
0.6280254854680295,Medium,504,0
0.37540010603415774,Low,643,0
0.23406521524531018,Low,721,0
0.31834916519509115,Low,674,0
0.15759385350698263,Low,763,0
0.1347251465504002,Low,775,0
0.23755004591957438,Low,719,0
0.1446309700770752,Low,770,0
0.8227902797242448,High,397,0
0.17839604471664253,Low,751,0
0.25816269216084653,Low,708,0
0.5216348380223039,Medium,563,0
0.7891185659180909,High,415,1
0.25619787902583013,Low,709,0
0.39138155918315287,Medium,634,0
0.7192392095122906,High,454,1
0.49820241429913,Medium,575,0
0.5345429669275918,Medium,556,0
0.3563076114032748,Low,654,0
0.29592836884829754,Low,687,0
0.8700362130575883,High,371,1
0.2468813291719037,Low,714,0
0.3421659072683794,Low,661,0
0.14160939306871348,Low,772,0
0.5189800155926033,Medium,564,0
0.5905783069457972,Medium,525,0
0.3633702446238628,Low,650,0
0.3897739111875725,Medium,635,0
0.19600381645842968,Low,742,0
0.6654944689164474,High,483,0
0.38717905661266405,Medium,637,0
0.7041850957616403,High,462,0
0.17237683194846384,Low,755,0
0.15224362145285558,Low,766,0
0.14311398182692606,Low,771,0
0.2223348109382827,Low,727,0
0.6279653132785694,Medium,504,1
0.34071853005805325,Low,662,0
0.17691270636951806,Low,752,0
0.14753027289114787,Low,768,0
0.31623173155616496,Low,676,1
0.6437847157541704,High,495,0
0.32293926109746024,Low,672,0
0.2744606481618249,Low,699,0
0.8291265236435514,High,393,0
0.45023362475696144,Medium,602,0
0.37945597569627315,Low,641,0
0.6501972088347258,High,492,0
0.10982964807785815,Low,789,0
0.5509465344038411,Medium,546,0
0.3716347549260558,Low,645,0
0.18815411785182531,Low,746,0
0.40464997153988236,Medium,627,0
0.29700053594874615,Low,686,0
0.5184788102545038,Medium,564,0
0.48720518880656616,Medium,582,0
0.571454075967693,Medium,535,0
0.5869879878210494,Medium,527,0
0.3005775508011548,Low,684,0
0.5213394248653079,Medium,563,0
0.8507247832458797,High,382,0
0.09162052831617847,Low,799,0
0.45370746188098565,Medium,600,0
0.10615202257676785,Low,791,0
0.6331853183354655,Medium,501,0
0.7963234964997542,High,412,1
0.7284326600200705,High,449,1
0.36960686432683204,Low,646,0
0.174224194237639,Low,754,0
0.5227018707670221,Medium,562,0
0.12132113772526366,Low,783,0
0.520090686776648,Medium,563,0
0.1686012297128242,Low,757,0
0.2510280057863675,Low,711,0
0.635810904789807,Medium,500,0
0.6418083409609582,High,497,0
0.8466641938063046,High,384,0
0.1998490651793962,Low,740,0
0.6041089083628788,Medium,517,0
0.5503643023747846,Medium,547,1
0.3740687995509648,Low,644,0
0.31713425672863954,Low,675,0
0.1638862102023509,Low,759,0
0.4814482902393229,Medium,585,0
0.5993925664079779,Medium,520,0
0.06403951524930061,Low,814,0
0.4589756773409731,Medium,597,0
0.5180255411313617,Medium,565,0
0.630695031541406,Medium,503,1
0.5058781571474429,Medium,571,0
0.2974899282828056,Low,686,0
0.18418947623562004,Low,748,0
0.6274779862383472,Medium,504,1
0.2745734778620281,Low,698,0
0.6664406436456564,High,483,0
0.08759718216067951,Low,801,0
0.5189294385603944,Medium,564,0
0.27773828441651777,Low,697,0
0.29086518076376044,Low,690,0
0.9106653494383866,High,349,0
0.08830297448348542,Low,801,0
0.3105055602153025,Low,679,0
0.3364009807841633,Low,664,0
0.48545682037178106,Medium,582,0
0.4552725770869427,Medium,599,0
0.5138202662309362,Medium,567,0
0.28119569201729955,Low,695,0
0.27562458384487043,Low,698,0
0.47000710835688825,Medium,591,0
0.2852743896905789,Low,693,0
0.2906035927276214,Low,690,0
0.297502707573713,Low,686,0
0.2845153040149828,Low,693,0
0.1801495946209536,Low,750,0
0.33472172820105855,Low,665,0
0.39063195924965655,Medium,635,0
0.2555554065864258,Low,709,0
0.25086044609962926,Low,712,0
0.565120198687203,Medium,539,0
0.23587032104422553,Low,720,0
0.19952019628101716,Low,740,0
0.16272775233214937,Low,760,0
0.38438104915530125,Medium,638,0
0.22872956346996584,Low,724,0
0.3363685602520025,Low,664,0
0.5822422577727757,Medium,529,0
0.15536290202723957,Low,764,0
0.4410295880981636,Medium,607,0
0.12375726983556429,Low,781,0
0.35406784083572584,Low,655,1
0.4515597479273988,Medium,601,0
0.4660308571672657,Medium,593,0
